Name,ID,Has Block,Mod,Class,Display Name
ThermalFoundation:armor.legsInvar,4501,false,ThermalFoundation,cofh.core.item.ItemArmorAdv,因瓦合金护腿
ThermalFoundation:armor.bootsInvar,4502,false,ThermalFoundation,cofh.core.item.ItemArmorAdv,因瓦合金靴子
ThermalFoundation:tool.swordInvar,4503,false,ThermalFoundation,cofh.core.item.tool.ItemSwordAdv,因瓦合金剑
ThermalFoundation:tool.shovelInvar,4504,false,ThermalFoundation,cofh.core.item.tool.ItemShovelAdv,因瓦合金锹
ThermalFoundation:tool.pickaxeInvar,4505,false,ThermalFoundation,cofh.core.item.tool.ItemPickaxeAdv,因瓦合金镐
ThermalFoundation:tool.axeInvar,4506,false,ThermalFoundation,cofh.core.item.tool.ItemAxeAdv,因瓦合金斧
ThermalFoundation:tool.hoeInvar,4507,false,ThermalFoundation,cofh.core.item.tool.ItemHoeAdv,因瓦合金锄
ThermalFoundation:tool.shearsInvar,4508,false,ThermalFoundation,cofh.core.item.tool.ItemShearsAdv,因瓦合金剪刀
ThermalFoundation:tool.fishingRodInvar,4509,false,ThermalFoundation,cofh.core.item.tool.ItemFishingRodAdv,因瓦合金钓鱼竿
ThermalFoundation:tool.sickleInvar,4510,false,ThermalFoundation,cofh.core.item.tool.ItemSickleAdv,因瓦合金镰刀
ThermalFoundation:tool.bowInvar,4511,false,ThermalFoundation,cofh.core.item.tool.ItemBowAdv,因瓦合金复合弓
ThermalFoundation:armor.helmetBronze,4512,false,ThermalFoundation,cofh.core.item.ItemArmorAdv,青铜头盔
ThermalFoundation:armor.plateBronze,4513,false,ThermalFoundation,cofh.core.item.ItemArmorAdv,青铜胸甲
ThermalFoundation:armor.legsBronze,4514,false,ThermalFoundation,cofh.core.item.ItemArmorAdv,青铜护腿
ThermalFoundation:armor.bootsBronze,4515,false,ThermalFoundation,cofh.core.item.ItemArmorAdv,青铜靴子
ThermalFoundation:tool.swordBronze,4516,false,ThermalFoundation,cofh.core.item.tool.ItemSwordAdv,青铜剑
ThermalFoundation:tool.shovelBronze,4517,false,ThermalFoundation,cofh.core.item.tool.ItemShovelAdv,青铜锹
ThermalFoundation:tool.pickaxeBronze,4518,false,ThermalFoundation,cofh.core.item.tool.ItemPickaxeAdv,青铜镐
ThermalFoundation:tool.axeBronze,4519,false,ThermalFoundation,cofh.core.item.tool.ItemAxeAdv,青铜斧
ThermalFoundation:tool.hoeBronze,4520,false,ThermalFoundation,cofh.core.item.tool.ItemHoeAdv,青铜锄
ThermalFoundation:tool.shearsBronze,4521,false,ThermalFoundation,cofh.core.item.tool.ItemShearsAdv,青铜剪刀
ThermalFoundation:tool.fishingRodBronze,4522,false,ThermalFoundation,cofh.core.item.tool.ItemFishingRodAdv,青铜钓鱼竿
ThermalFoundation:tool.sickleBronze,4523,false,ThermalFoundation,cofh.core.item.tool.ItemSickleAdv,青铜镰刀
ThermalFoundation:tool.bowBronze,4524,false,ThermalFoundation,cofh.core.item.tool.ItemBowAdv,青铜复合弓
ThermalFoundation:armor.helmetPlatinum,4525,false,ThermalFoundation,cofh.core.item.ItemArmorAdv,铂头盔
ThermalFoundation:armor.platePlatinum,4526,false,ThermalFoundation,cofh.core.item.ItemArmorAdv,铂胸甲
ThermalFoundation:armor.legsPlatinum,4527,false,ThermalFoundation,cofh.core.item.ItemArmorAdv,铂护腿
ThermalFoundation:armor.bootsPlatinum,4528,false,ThermalFoundation,cofh.core.item.ItemArmorAdv,铂靴子
ThermalFoundation:tool.swordPlatinum,4529,false,ThermalFoundation,cofh.core.item.tool.ItemSwordAdv,铂剑
ThermalFoundation:tool.shovelPlatinum,4530,false,ThermalFoundation,cofh.core.item.tool.ItemShovelAdv,铂锹
ThermalFoundation:tool.pickaxePlatinum,4531,false,ThermalFoundation,cofh.core.item.tool.ItemPickaxeAdv,铂镐
ThermalFoundation:tool.axePlatinum,4532,false,ThermalFoundation,cofh.core.item.tool.ItemAxeAdv,铂斧
ThermalFoundation:tool.hoePlatinum,4533,false,ThermalFoundation,cofh.core.item.tool.ItemHoeAdv,铂锄
ThermalFoundation:tool.shearsPlatinum,4534,false,ThermalFoundation,cofh.core.item.tool.ItemShearsAdv,铂剪刀
ThermalFoundation:tool.fishingRodPlatinum,4535,false,ThermalFoundation,cofh.core.item.tool.ItemFishingRodAdv,铂钓鱼竿
ThermalFoundation:tool.sicklePlatinum,4536,false,ThermalFoundation,cofh.core.item.tool.ItemSickleAdv,铂镰刀
ThermalFoundation:tool.bowPlatinum,4537,false,ThermalFoundation,cofh.core.item.tool.ItemBowAdv,铂复合弓
ThermalExpansion:wrench,4538,false,ThermalExpansion,cofh.thermalexpansion.item.tool.ItemWrench,新月锤
ThermalExpansion:tool.battleWrenchInvar,4539,false,ThermalExpansion,cofh.thermalexpansion.item.tool.ItemWrenchBattle,战斗扳手
ThermalExpansion:meter,4540,false,ThermalExpansion,cofh.thermalexpansion.item.tool.ItemMultimeter,万用表
ThermalExpansion:igniter,4541,false,ThermalExpansion,cofh.thermalexpansion.item.tool.ItemIgniter,RF点火器
ThermalExpansion:chiller,4542,false,ThermalExpansion,cofh.thermalexpansion.item.tool.ItemChiller,RF冷凝器
ThermalExpansion:pump,4543,false,ThermalExpansion,cofh.thermalexpansion.item.tool.ItemPump,真空移液器
ThermalExpansion:transfuser,4544,false,ThermalExpansion,cofh.thermalexpansion.item.tool.ItemTransfuser,RF转移器
ThermalExpansion:capacitor,4545,false,ThermalExpansion,cofh.thermalexpansion.item.ItemCapacitor,创造RF电容
ThermalExpansion:satchel,4546,false,ThermalExpansion,cofh.thermalexpansion.item.ItemSatchel,创造背包
ThermalExpansion:diagram,4547,false,ThermalExpansion,cofh.thermalexpansion.item.ItemDiagram,图纸
ThermalExpansion:material,4548,false,ThermalExpansion,cofh.core.item.ItemBase,气动伺服器
ThermalExpansion:augment,4549,false,ThermalExpansion,cofh.thermalexpansion.item.ItemAugment,扩展组件: 集成伺服装置
ThermalExpansion:florb,4550,false,ThermalExpansion,cofh.thermalexpansion.item.ItemFlorb,流体球 (空)
BigReactors:BRIngot,4551,false,BigReactors,erogenousbeef.bigreactors.common.item.ItemIngot,黄铀锭
BigReactors:bucketYellorium,4552,false,BigReactors,erogenousbeef.bigreactors.common.item.ItemBRBucket,液态黄铀桶
BigReactors:bucketCyanite,4553,false,BigReactors,erogenousbeef.bigreactors.common.item.ItemBRBucket,液态蓝晶桶
BigReactors:BRDebugTool,4554,false,BigReactors,erogenousbeef.bigreactors.common.item.ItemBeefDebugTool,BeefTronic™公司调试工具
structurelib:item.structurelib.frontRotationTool,4555,false,structurelib,com.gtnewhorizon.structurelib.item.ItemFrontRotationTool,正面旋转扳手（独立）
structurelib:item.structurelib.constructableTrigger,4556,false,structurelib,com.gtnewhorizon.structurelib.item.ItemConstructableTrigger,多方块机器全息投影仪
chisel:upgrade,4557,false,chisel,team.chisel.item.ItemUpgrade,速度升级组件
chisel:ballomoss,4558,false,chisel,team.chisel.item.ItemBallOMoss,苔藓球
chisel:chisel,4559,false,chisel,team.chisel.item.chisel.ItemChisel,凿子
chisel:diamondChisel,4560,false,chisel,team.chisel.item.chisel.ItemChisel,钻石凿子
chisel:obsidianChisel,4561,false,chisel,team.chisel.item.chisel.ItemChisel,黑曜石凿子
chisel:netherStarChisel,4562,false,chisel,team.chisel.item.chisel.ItemChisel,下界之星凿子
chisel:cloudinabottle,4563,false,chisel,team.chisel.item.ItemCloudInABottle,瓶装云朵
chisel:smashingrock,4564,false,chisel,team.chisel.item.ItemSmashingRock,碎石块
ExtraUtilities:glove,4565,false,ExtraUtilities,com.rwtema.extrautils.item.ItemGlove,手套
ExtraUtilities:heatingElement,4566,false,ExtraUtilities,com.rwtema.extrautils.item.ItemHeatingCoil,加热线圈
ExtraUtilities:mini-soul,4567,false,ExtraUtilities,com.rwtema.extrautils.item.ItemSoul,灵魂碎片
ExtraUtilities:angelRing,4568,false,ExtraUtilities,com.rwtema.extrautils.item.ItemAngelRing,天使指环
ExtraUtilities:paintbrush,4569,false,ExtraUtilities,com.rwtema.extrautils.item.ItemPaintbrush,画笔
ExtraUtilities:nodeUpgrade,4570,false,ExtraUtilities,com.rwtema.extrautils.item.ItemNodeUpgrade,节点升级：速度提升
ExtraUtilities:lawSword,4571,false,ExtraUtilities,com.rwtema.extrautils.item.ItemLawSword,鬼哭
ExtraUtilities:golden_lasso,4572,false,ExtraUtilities,com.rwtema.extrautils.item.ItemGoldenLasso,黄金套索
ExtraUtilities:divisionSigil,4573,false,ExtraUtilities,com.rwtema.extrautils.item.ItemDivisionSigil,分割徽章
ExtraUtilities:unstableingot,4574,false,ExtraUtilities,com.rwtema.extrautils.item.ItemUnstableIngot,不稳定金属锭
ExtraUtilities:builderswand,4575,false,ExtraUtilities,com.rwtema.extrautils.item.ItemBuildersWand,建筑之杖
ExtraUtilities:shears,4576,false,ExtraUtilities,com.rwtema.extrautils.item.ItemPrecisionShears,精密剪刀
ExtraUtilities:creativebuilderswand,4577,false,ExtraUtilities,com.rwtema.extrautils.item.ItemBuildersWand,创造模式建筑之杖
ExtraUtilities:ethericsword,4578,false,ExtraUtilities,com.rwtema.extrautils.item.ItemEthericSword,天域之剑
ExtraUtilities:erosionShovel,4579,false,ExtraUtilities,com.rwtema.extrautils.item.ItemErosionShovel,侵蚀之铲
ExtraUtilities:destructionpickaxe,4580,false,ExtraUtilities,com.rwtema.extrautils.item.ItemDestructionPickaxe,毁灭之镐
ExtraUtilities:defoliageAxe,4581,false,ExtraUtilities,com.rwtema.extrautils.item.ItemHealingAxe,治愈之斧
ExtraUtilities:temporalHoe,4582,false,ExtraUtilities,com.rwtema.extrautils.item.ItemTemporalHoe,回溯之锄
ExtraUtilities:sonar_goggles,4583,false,ExtraUtilities,com.rwtema.extrautils.item.ItemSonarGoggles,声呐护目镜
ExtraUtilities:watering_can,4584,false,ExtraUtilities,com.rwtema.extrautils.item.ItemWateringCan,洒水壶
ExtraUtilities:scanner,4585,false,ExtraUtilities,com.rwtema.extrautils.item.scanner.ItemScanner,便携扫描仪
ExtraUtilities:golden_bag,4586,false,ExtraUtilities,com.rwtema.extrautils.item.ItemGoldenBag,镶金手提袋
ExtraUtilities:bedrockiumIngot,4587,false,ExtraUtilities,com.rwtema.extrautils.item.ItemBedrockiumIngot,基岩锭
ExtraUtilities:microblocks,4588,false,ExtraUtilities,com.rwtema.extrautils.multipart.microblock.ItemMicroBlock,ERR
ImmersiveEngineering:metal,4589,false,ImmersiveEngineering,blusunrize.immersiveengineering.common.items.ItemIEBase,铜锭
ImmersiveEngineering:material,4590,false,ImmersiveEngineering,blusunrize.immersiveengineering.common.items.ItemIEBase,防腐木棍
ImmersiveEngineering:seed,4591,false,ImmersiveEngineering,blusunrize.immersiveengineering.common.items.ItemIESeed,工业大麻种子
ImmersiveEngineering:coil,4592,false,ImmersiveEngineering,blusunrize.immersiveengineering.common.items.ItemWireCoil,低压线圈
ImmersiveEngineering:tool,4593,false,ImmersiveEngineering,blusunrize.immersiveengineering.common.items.ItemIETool,工程师锤
ImmersiveEngineering:toolbox,4594,false,ImmersiveEngineering,blusunrize.immersiveengineering.common.items.ItemToolbox,工程师工具箱
ImmersiveEngineering:revolver,4595,false,ImmersiveEngineering,blusunrize.immersiveengineering.common.items.ItemRevolver,左轮手枪
ImmersiveEngineering:bullet,4596,false,ImmersiveEngineering,blusunrize.immersiveengineering.common.items.ItemBullet,小型空弹壳
ImmersiveEngineering:fluidContainers,4597,false,ImmersiveEngineering,null,杂酚油瓶
ImmersiveEngineering:drill,4598,false,ImmersiveEngineering,blusunrize.immersiveengineering.common.items.ItemDrill,采矿机械钻
ImmersiveEngineering:drillhead,4599,false,ImmersiveEngineering,blusunrize.immersiveengineering.common.items.ItemDrillhead,钢制钻头
ImmersiveEngineering:toolupgrade,4600,false,ImmersiveEngineering,blusunrize.immersiveengineering.common.items.ItemToolUpgrade,内置氧化剂罐
ImmersiveEngineering:skyhook,4601,false,ImmersiveEngineering,blusunrize.immersiveengineering.common.items.ItemSkyhook,工程师天钩
ImmersiveEngineering:blueprint,4602,false,ImmersiveEngineering,blusunrize.immersiveengineering.common.items.ItemEngineersBlueprint,工程师蓝图
ImmersiveEngineering:graphiteElectrode,4603,false,ImmersiveEngineering,blusunrize.immersiveengineering.common.items.ItemGraphiteElectrode,石墨电极
ImmersiveEngineering:shader,4604,false,ImmersiveEngineering,blusunrize.immersiveengineering.common.items.ItemShader,皮肤
ImmersiveEngineering:shaderBag,4605,false,ImmersiveEngineering,blusunrize.immersiveengineering.common.items.ItemShaderBag,Common 皮肤奖励袋
ImmersiveEngineering:fakeIcon,4606,false,ImmersiveEngineering,null,item.ImmersiveEngineering.fakeIcon.birthday.name
ImmersiveEngineering:jerrycan,4607,false,ImmersiveEngineering,blusunrize.immersiveengineering.common.items.ItemJerrycan,油罐
ImmersiveEngineering:chemthrower,4608,false,ImmersiveEngineering,blusunrize.immersiveengineering.common.items.ItemChemthrower,化学喷射器
ImmersiveEngineering:railgun,4609,false,ImmersiveEngineering,blusunrize.immersiveengineering.common.items.ItemRailgun,轨道炮
ImmersiveEngineering:mold,4610,false,ImmersiveEngineering,blusunrize.immersiveengineering.common.items.ItemIEBase,金属冲压模具:板材
Mantle:mantleBook,4611,false,Mantle,mantle.items.Manual,Mantle:item.mantle.manual.test.name
MineFactoryReloaded:hammer,4612,false,MineFactoryReloaded,powercrystals.minefactoryreloaded.item.tool.ItemFactoryHammer,精密锻造锤
MineFactoryReloaded:plastic.boots,4613,false,MineFactoryReloaded,powercrystals.minefactoryreloaded.item.ItemPlasticBoots,塑料靴子
MineFactoryReloaded:rubber.raw,4614,false,MineFactoryReloaded,powercrystals.minefactoryreloaded.item.base.ItemFactory,生橡胶
MineFactoryReloaded:rubber.bar,4615,false,MineFactoryReloaded,powercrystals.minefactoryreloaded.item.base.ItemFactory,橡胶杆
MineFactoryReloaded:plastic.raw,4616,false,MineFactoryReloaded,powercrystals.minefactoryreloaded.item.base.ItemFactory,生塑料
MineFactoryReloaded:plastic.sheet,4617,false,MineFactoryReloaded,powercrystals.minefactoryreloaded.item.base.ItemFactory,塑料片
MineFactoryReloaded:plastic.helm,4618,false,MineFactoryReloaded,powercrystals.minefactoryreloaded.item.base.ItemFactoryArmor,塑料头盔
MineFactoryReloaded:plastic.chest,4619,false,MineFactoryReloaded,powercrystals.minefactoryreloaded.item.base.ItemFactoryArmor,塑料胸甲
MineFactoryReloaded:plastic.legs,4620,false,MineFactoryReloaded,powercrystals.minefactoryreloaded.item.base.ItemFactoryArmor,塑料护腿
MineFactoryReloaded:glass.helm,4621,false,MineFactoryReloaded,powercrystals.minefactoryreloaded.item.base.ItemFactoryArmor,Sunglasses
MineFactoryReloaded:upgrade.radius,4622,false,MineFactoryReloaded,powercrystals.minefactoryreloaded.item.ItemUpgrade,升级插件(青金石)
MineFactoryReloaded:rednet.meter,4623,false,MineFactoryReloaded,powercrystals.minefactoryreloaded.item.tool.ItemRedNetMeter,红石网络读数表
MineFactoryReloaded:rednet.memorycard,4624,false,MineFactoryReloaded,powercrystals.minefactoryreloaded.item.tool.ItemRedNetMemoryCard,PRC内存卡
MineFactoryReloaded:upgrade.logic,4625,false,MineFactoryReloaded,powercrystals.minefactoryreloaded.item.ItemLogicUpgradeCard,PRC LX-100型逻辑扩展卡
MineFactoryReloaded:meat.ingot.raw,4626,false,MineFactoryReloaded,powercrystals.minefactoryreloaded.item.base.ItemFactoryFood,生肉锭
MineFactoryReloaded:meat.ingot.cooked,4627,false,MineFactoryReloaded,powercrystals.minefactoryreloaded.item.base.ItemFactoryFood,烤肉锭
MineFactoryReloaded:meat.nugget.raw,4628,false,MineFactoryReloaded,powercrystals.minefactoryreloaded.item.base.ItemFactoryFood,生肉粒
MineFactoryReloaded:meat.nugget.cooked,4629,false,MineFactoryReloaded,powercrystals.minefactoryreloaded.item.base.ItemFactoryFood,烤肉粒
MineFactoryReloaded:pinkslime,4630,false,MineFactoryReloaded,powercrystals.minefactoryreloaded.item.ItemPinkSlime,粉色粘液球
MineFactoryReloaded:syringe.empty,4631,false,MineFactoryReloaded,powercrystals.minefactoryreloaded.item.syringe.ItemSyringeLiquid,空注射器
MineFactoryReloaded:syringe.health,4632,false,MineFactoryReloaded,powercrystals.minefactoryreloaded.item.syringe.ItemSyringeHealth,治愈药水注射器
MineFactoryReloaded:syringe.growth,4633,false,MineFactoryReloaded,powercrystals.minefactoryreloaded.item.syringe.ItemSyringeGrowth,生长激素注射器
MineFactoryReloaded:syringe.zombie,4634,false,MineFactoryReloaded,powercrystals.minefactoryreloaded.item.syringe.ItemSyringeZombie,僵尸病毒注射器
MineFactoryReloaded:syringe.slime,4635,false,MineFactoryReloaded,powercrystals.minefactoryreloaded.item.syringe.ItemSyringeSlime,史莱姆增殖素注射器
MineFactoryReloaded:syringe.cure,4636,false,MineFactoryReloaded,powercrystals.minefactoryreloaded.item.syringe.ItemSyringeCure,僵尸疫苗注射器
MineFactoryReloaded:safarinet.launcher,4637,false,MineFactoryReloaded,powercrystals.minefactoryreloaded.item.gun.ItemSafariNetLauncher,大师球发射器
MineFactoryReloaded:safarinet.reusable,4638,false,MineFactoryReloaded,powercrystals.minefactoryreloaded.item.ItemSafariNet,大师球
MineFactoryReloaded:safarinet.singleuse,4639,false,MineFactoryReloaded,powercrystals.minefactoryreloaded.item.ItemSafariNet,一次性大师球
MineFactoryReloaded:safarinet.jailer,4640,false,MineFactoryReloaded,powercrystals.minefactoryreloaded.item.ItemSafariNet,狱卒的大师球
MineFactoryReloaded:safarinet.jailer.fancy,4641,false,MineFactoryReloaded,powercrystals.minefactoryreloaded.item.ItemSafariNet,狱卒的黄金大师球
MineFactoryReloaded:portaspawner,4642,false,MineFactoryReloaded,powercrystals.minefactoryreloaded.item.ItemPortaSpawner,刷怪笼-大师球
MineFactoryReloaded:xpextractor,4643,false,MineFactoryReloaded,powercrystals.minefactoryreloaded.item.tool.ItemXpExtractor,XP提取器
MineFactoryReloaded:straw,4644,false,MineFactoryReloaded,powercrystals.minefactoryreloaded.item.tool.ItemStraw,吸管
MineFactoryReloaded:milkbottle,4645,false,MineFactoryReloaded,powercrystals.minefactoryreloaded.item.ItemMilkBottle,牛奶瓶
MineFactoryReloaded:plastic.cup,4646,false,MineFactoryReloaded,powercrystals.minefactoryreloaded.item.ItemFactoryCup,塑料杯
MineFactoryReloaded:plastic.bag,4647,false,MineFactoryReloaded,powercrystals.minefactoryreloaded.item.ItemFactoryBag,塑料包
MineFactoryReloaded:sugarcharcoal,4648,false,MineFactoryReloaded,powercrystals.minefactoryreloaded.item.base.ItemFactory,竹炭
MineFactoryReloaded:fertilizer,4649,false,MineFactoryReloaded,powercrystals.minefactoryreloaded.item.base.ItemFactory,工业肥料
MineFactoryReloaded:ceramicdye,4650,false,MineFactoryReloaded,powercrystals.minefactoryreloaded.item.ItemCeramicDye,陶瓷颜料(白色)
MineFactoryReloaded:laserfocus,4651,false,MineFactoryReloaded,powercrystals.minefactoryreloaded.item.base.ItemFactoryColored,镭射聚焦透镜 (白色)
MineFactoryReloaded:record.blank,4652,false,MineFactoryReloaded,powercrystals.minefactoryreloaded.item.base.ItemFactory,空唱片
MineFactoryReloaded:spyglass,4653,false,MineFactoryReloaded,powercrystals.minefactoryreloaded.item.tool.ItemSpyglass,单筒望远镜
MineFactoryReloaded:ruler,4654,false,MineFactoryReloaded,powercrystals.minefactoryreloaded.item.tool.ItemRuler,尺子
MineFactoryReloaded:fishingrod,4655,false,MineFactoryReloaded,powercrystals.minefactoryreloaded.item.tool.ItemFishingRod,炸鱼竿
MineFactoryReloaded:potatolauncher,4656,false,MineFactoryReloaded,powercrystals.minefactoryreloaded.item.gun.ItemPotatoCannon,土豆加农炮
MineFactoryReloaded:needlegun,4657,false,MineFactoryReloaded,powercrystals.minefactoryreloaded.item.gun.ItemNeedleGun,针击枪
MineFactoryReloaded:needlegun.ammo.empty,4658,false,MineFactoryReloaded,powercrystals.minefactoryreloaded.item.base.ItemFactory,空心针管
MineFactoryReloaded:needlegun.ammo.standard,4659,false,MineFactoryReloaded,powercrystals.minefactoryreloaded.item.gun.ammo.ItemNeedlegunAmmoStandard,标准针管
MineFactoryReloaded:needlegun.ammo.pierce,4660,false,MineFactoryReloaded,powercrystals.minefactoryreloaded.item.gun.ammo.ItemNeedlegunAmmoStandard,榴霰针管
MineFactoryReloaded:needlegun.ammo.lava,4661,false,MineFactoryReloaded,powercrystals.minefactoryreloaded.item.gun.ammo.ItemNeedlegunAmmoBlock,岩浆针管
MineFactoryReloaded:needlegun.ammo.sludge,4662,false,MineFactoryReloaded,powercrystals.minefactoryreloaded.item.gun.ammo.ItemNeedlegunAmmoBlock,污泥针管
MineFactoryReloaded:needlegun.ammo.sewage,4663,false,MineFactoryReloaded,powercrystals.minefactoryreloaded.item.gun.ammo.ItemNeedlegunAmmoBlock,污水针管
MineFactoryReloaded:needlegun.ammo.fire,4664,false,MineFactoryReloaded,powercrystals.minefactoryreloaded.item.gun.ammo.ItemNeedlegunAmmoFire,烈焰针管
MineFactoryReloaded:needlegun.ammo.anvil,4665,false,MineFactoryReloaded,powercrystals.minefactoryreloaded.item.gun.ammo.ItemNeedlegunAmmoAnvil,铁砧针管
MineFactoryReloaded:rocketlauncher,4666,false,MineFactoryReloaded,powercrystals.minefactoryreloaded.item.gun.ItemRocketLauncher,自推进反物质火箭发射筒
MineFactoryReloaded:rocket,4667,false,MineFactoryReloaded,powercrystals.minefactoryreloaded.item.gun.ammo.ItemRocket,追踪型自导航反物质火箭
MineFactoryReloaded:bucket.sewage,4668,false,MineFactoryReloaded,powercrystals.minefactoryreloaded.item.base.ItemFactoryBucket,污水桶
MineFactoryReloaded:bucket.sludge,4669,false,MineFactoryReloaded,powercrystals.minefactoryreloaded.item.base.ItemFactoryBucket,污泥桶
MineFactoryReloaded:bucket.essence,4670,false,MineFactoryReloaded,powercrystals.minefactoryreloaded.item.base.ItemFactoryBucket,怪物精华液桶
MineFactoryReloaded:bucket.biofuel,4671,false,MineFactoryReloaded,powercrystals.minefactoryreloaded.item.base.ItemFactoryBucket,生物燃油桶
MineFactoryReloaded:bucket.meat,4672,false,MineFactoryReloaded,powercrystals.minefactoryreloaded.item.base.ItemFactoryBucket,肉汤桶
MineFactoryReloaded:bucket.pinkslime,4673,false,MineFactoryReloaded,powercrystals.minefactoryreloaded.item.base.ItemFactoryBucket,粉色粘液桶
MineFactoryReloaded:bucket.chocolatemilk,4674,false,MineFactoryReloaded,powercrystals.minefactoryreloaded.item.base.ItemFactoryBucket,巧克力牛奶桶
MineFactoryReloaded:bucket.mushroomsoup,4675,false,MineFactoryReloaded,powercrystals.minefactoryreloaded.item.base.ItemFactoryBucket,蘑菇汤桶
TConstruct:goldHead,4676,false,TConstruct,tconstruct.world.items.GoldenHead,黄金头颅
TConstruct:strangeFood,4677,false,TConstruct,tconstruct.world.items.StrangeFood,胶状黏液
TConstruct:oreBerries,4678,false,TConstruct,tconstruct.world.items.OreBerries,铁矿莓
TConstruct:titleIcon,4679,false,TConstruct,tconstruct.tools.items.TitleIcon,生成 蓝色史莱姆
TConstruct:blankPattern,4680,false,TConstruct,tconstruct.achievements.items.CraftAchievementItem,空白模具
TConstruct:materials,4681,false,TConstruct,tconstruct.tools.items.MaterialItem,纸叠
TConstruct:woodPattern,4682,false,TConstruct,tconstruct.tools.items.Pattern,item.tconstruct.Pattern.ingot.name
TConstruct:manualBook,4683,false,TConstruct,tconstruct.tools.items.Manual,匠魂宝典 I
TConstruct:pickaxe,4684,false,TConstruct,tconstruct.items.tools.Pickaxe,镐
TConstruct:shovel,4685,false,TConstruct,tconstruct.items.tools.Shovel,铲
TConstruct:hatchet,4686,false,TConstruct,tconstruct.items.tools.Hatchet,手斧
TConstruct:broadsword,4687,false,TConstruct,tconstruct.items.tools.Broadsword,大剑
TConstruct:longsword,4688,false,TConstruct,tconstruct.items.tools.Longsword,长剑
TConstruct:rapier,4689,false,TConstruct,tconstruct.items.tools.Rapier,西洋剑
TConstruct:dagger,4690,false,TConstruct,tconstruct.items.tools.Dagger,匕首
TConstruct:cutlass,4691,false,TConstruct,tconstruct.items.tools.Cutlass,弯刀
TConstruct:frypan,4692,false,TConstruct,tconstruct.items.tools.FryingPan,煎锅
TConstruct:battlesign,4693,false,TConstruct,tconstruct.items.tools.BattleSign,战斗牌子
TConstruct:mattock,4694,false,TConstruct,tconstruct.items.tools.Mattock,鹤嘴锄
TConstruct:chisel,4695,false,TConstruct,tconstruct.items.tools.Chisel,凿子
TConstruct:lumberaxe,4696,false,TConstruct,tconstruct.items.tools.LumberAxe,伐木斧
TConstruct:cleaver,4697,false,TConstruct,tconstruct.items.tools.Cleaver,劈刀
TConstruct:scythe,4698,false,TConstruct,tconstruct.items.tools.Scythe,镰刀
TConstruct:excavator,4699,false,TConstruct,tconstruct.items.tools.Excavator,开掘铲
TConstruct:hammer,4700,false,TConstruct,tconstruct.items.tools.Hammer,锤
TConstruct:battleaxe,4701,false,TConstruct,tconstruct.items.tools.Battleaxe,战斧
TConstruct:potionLauncher,4702,false,TConstruct,tconstruct.items.tools.PotionLauncher,药水发射器
TConstruct:toolRod,4703,false,TConstruct,tconstruct.library.tools.DynamicToolPart,木手柄
TConstruct:toolShard,4704,false,TConstruct,tconstruct.tools.items.ToolShard,木碎片
TConstruct:pickaxeHead,4705,false,TConstruct,tconstruct.library.tools.DynamicToolPart,木镐头
TConstruct:shovelHead,4706,false,TConstruct,tconstruct.library.tools.DynamicToolPart,木铲头
TConstruct:hatchetHead,4707,false,TConstruct,tconstruct.library.tools.DynamicToolPart,木斧刃
TConstruct:binding,4708,false,TConstruct,tconstruct.library.tools.DynamicToolPart,木绑定结
TConstruct:toughBinding,4709,false,TConstruct,tconstruct.library.tools.DynamicToolPart,木坚韧绑定结
TConstruct:toughRod,4710,false,TConstruct,tconstruct.library.tools.DynamicToolPart,木坚韧手柄
TConstruct:heavyPlate,4711,false,TConstruct,tconstruct.library.tools.DynamicToolPart,木大板
TConstruct:swordBlade,4712,false,TConstruct,tconstruct.library.tools.DynamicToolPart,木剑刃
TConstruct:wideGuard,4713,false,TConstruct,tconstruct.library.tools.DynamicToolPart,木宽护手
TConstruct:handGuard,4714,false,TConstruct,tconstruct.library.tools.DynamicToolPart,木护手
TConstruct:crossbar,4715,false,TConstruct,tconstruct.library.tools.DynamicToolPart,木十字柄
TConstruct:knifeBlade,4716,false,TConstruct,tconstruct.library.tools.DynamicToolPart,木刀刃
TConstruct:fullGuard,4717,false,TConstruct,tconstruct.library.tools.DynamicToolPart,木大型护手
TConstruct:frypanHead,4718,false,TConstruct,tconstruct.library.tools.DynamicToolPart,木盘
TConstruct:signHead,4719,false,TConstruct,tconstruct.library.tools.DynamicToolPart,木牌板
TConstruct:chiselHead,4720,false,TConstruct,tconstruct.library.tools.DynamicToolPart,木凿头
TConstruct:scytheBlade,4721,false,TConstruct,tconstruct.library.tools.DynamicToolPart,木镰刀刀刃
TConstruct:broadAxeHead,4722,false,TConstruct,tconstruct.library.tools.DynamicToolPart,木宽斧刃
TConstruct:excavatorHead,4723,false,TConstruct,tconstruct.library.tools.DynamicToolPart,木开掘铲头
TConstruct:largeSwordBlade,4724,false,TConstruct,tconstruct.library.tools.DynamicToolPart,木宽剑刃
TConstruct:hammerHead,4725,false,TConstruct,tconstruct.library.tools.DynamicToolPart,木锤头
TConstruct:creativeModifier,4726,false,TConstruct,tconstruct.tools.items.CreativeModifier,创造工具强化槽
TConstruct:buckets,4727,false,TConstruct,tconstruct.smeltery.items.FilledBucket,熔融铁桶
TConstruct:metalPattern,4728,false,TConstruct,tconstruct.smeltery.items.MetalPattern,锭铸模
